name,nationality,gender,birthdate
Francisco Corzas,Mexican,Male,1936
Helen Escobedo,Mexican,Female,1934
Fernando Garcia Ponce,Mexican,Male,1933
Manuel Espinoza,Venezuelan,Male,1937
Mercedes Pardo,Venezuelan,Female,1922
Alirio Palacios,Venezuelan,Male,1938
Hernando Tejada,Colombian,Male,1925
Miguel Angel Rojas,Colombian,Male,1946
"Maria Teresa Cuéllar ""Teye""",Colombian,Female,1935
Juan Cárdenas,Colombian,Male,1939
Jacobo Borges,Venezuelan,Male,1931
John Lange,Venezuelan,Male,1932
Yutaka Toyota,Japanese,Male,1931
Dan Dailey,American,Male,1947
Laurie Anderson,American,Female,1947
John Ashbery,American,Male,1927
Bern Boyle,American,Male,1951
Lucinda Childs,American,Female,1940
Jane Comfort,American,Female,1945
R. Crumb,American,Male,1943
Harvey Pekar,American,Male,1939
Jimmy DeSana,American,Male,1950
Evergon,Canadian,Male,1946
Jayme Odgers,American,Female,1939
Martha Holt,American,Female,1945
James Hong,American,Male,1948
Betsey Johnson,American,Female,1942
Sonia Katchian,Nationality unknown,Female,1947
Stephanie Brody Lederman,American,Female,1939
Jacqueline Livingston,American,Female,1943
Joan Livingstone,American,Female,1948
David Lusby,American,Male,1954
Joseph Masheck,American,Male,1942
Judith Mcwillie,American,Female,1946
Joan Nelsen,American,Female,1937
Richard Olson,American,Male,1938
Kingsley Parker,American,Male,1947
Don Rodan,American,Male,1950
Martha Rosler,American,Female,1943
Michael Sorkin,American,Male,1948
Lee Ufan,Korean,Male,1936
Dondi (Donald Joseph White),American,Male,1961
Stanley Stellar,American,Male,1945
Benedict Tisa,American,Male,1942
Curtis Van Buren,American,Male,1950
Philip Warner,American,Male,1947
Wenda Von Weise,American,Female,1941
Harry Anderson,American,Male,1943
Karl Opfermann,German,Male,1891
Gerhardt von Ruckteschell,German,Male,1882
Heinrich Stegemann,German,Male,1888
Willi Titze,German,Male,1890
Siegfried Schott,German,Male,1897
Paul R. Meltsner,American,Male,1905
Gretchen Bender,American,Female,1951
Edward Dwurnik,Polish,Male,1943
Stanislaw Fijalkowski,Polish,Male,1922
Izabella Gustowska,Polish,Female,1948
Andrzej Kalina,Polish,Male,1952
Paul Marcus,American,Male,1953
Jaume Plensa,Spanish,Male,1955
Anna Sobol,Polish,Female,1946
Robert Stackhouse,American,Male,1942
Jan Tarasin,Polish,Male,1926
Else Alfelt,Danish,Female,1910
Ejler Bille,Danish,Male,1910
Jacques Doucet,French,Male,1924
Sonja Ferlov,Danish,Female,1911
Stephen Gilbert,British,Male,1910
Chin Hsiao,Chinese,Male,1935
Michael Bierut,American,Male,1957
Victor Schrager,American,Male,1950
Arkadii Shaikhet,Russian,Male,1889
Victor Skrebneski,American,Male,1929
Miro Svolik,Czech,Male,1960
Zofia Rydet,Polish,Female,1911
Eva Lipman,American,Female,1946
James Casebere,American,Male,1953
Edward Cheney,British,Male,1800
Mariana Cook,American,Female,1955
Marcus Kutter,Swiss,Male,1925
Pierre Neumann,Swiss,Male,1951
Glenn Ligon,American,Male,1960
Lesley Dill,American,Female,1949
Damien Hirst,British,Male,1965
Silvia Kolbowski,Argentine,Female,1953
Tadaaki Kuwayama,Japanese,Male,1932
Marc Quinn,British,Male,1964
Gavin Turk,British,Male,1965
Rachel Whiteread,British,Female,1963
Tullio d'Albisola (Tullio Spartaco Mazzotti),Italian,Male,1899
Maya Deren,American,Female,1917
Darrel Ellis,American,Male,1958
Bruce Gilden,American,Male,1946
Eberhard Grames,German,Male,1953
Kati Horna,Mexican,Female,1912
Abelardo Morell,American,Male,1948
Vincent Alan W,American,Male,1960
Boris Yaro,American,Male,1938
Keith Coventry,British,Male,1958
Steven Pippin,British,Male,1960
Lucia Moholy,British,Female,1894
Carl Pope,American,Male,1961
Paul Shambroom,American,Male,1956
Patrick Bailly-Maitre-Grand,French,Male,1945
Ellen Brooks,American,Female,1946
Paul D'Amato,American,Male,1956
Philip Elliott,American,Male,1903
Priscilla T. Forthman,American,Female,1958
Roberto Burle Marx,Brazilian,Male,1909
Maria Benktzon,Swedish,Female,1946
David Bush,Canadian,Male,1948
Brian Lepine,Canadian,Male,1952
Michael Zimmerman,American,Male,1956
Samuel Schellink,Danish,Male,1876
Hiroaki Kozu,Japanese,Male,1959
David Lewis,British,Male,1939
Steve McGugan,American,Male,1960
Peter Cook,British,Male,1936
Elizabeth Diller,American,Female,1954
Ricardo Scofidio,American,Male,1935
Zaha Hadid,British,Female,1950
Fumihiko Maki,Japanese,Male,1928
Rem Koolhaas,Dutch,Male,1944
Madelon Vriesendorp,Dutch,Female,1945
Stephen Armellino,American,Male,1955
Georgii Stenberg,Russian,Male,1900
Edward Larrabee Barnes,American,Male,1915
Kisho Kurokawa,Japanese,Male,1934
Santiago Calatrava,Spanish,Male,1951
Peter Eisenman,American,Male,1932
Ari 't Hart,Dutch,Male,1936
Jacob Jongert,Dutch,Male,1883
Juan Hidalgo,Spanish,Male,1927
Deborah Kass,American,Female,1952
Via Lewandowsky,German,Male,1963
Bernhard Luginbühl,Swiss,Male,1929
Ronald Jones,American,Male,1952
Markéta Luskacová,Czech,Female,1944
William Preston Mayfield,American,Male,1896
Thomas Ruff,German,Male,1958
Leslie Starobin,American,Female,1955
Jindrich Streit,Czech,Male,1946
Robert Aller,American,Male,1947
Peter Brown,American,Male,1948
Robert Dawson,American,Male,1950
Dennis Farber,American,Male,1946
Paola Ferrario,Italian,Female,1963
Robert Kozma,American,Male,1951
John Murray,British,Male,1809
Gundula Schulze-Eldowy,German,Female,1954
Laura Volkerding,American,Female,1939
Jules Allen,American,Male,1947
Bruce Bennet,American,Male,1961
Francois Deschamps,American,Male,1946
Vernon Heath,British,Male,1819
Humphrey Jennings,British,Male,1907
Markus Oehlen,German,Male,1956
Leon Kossoff,British,Male,1926
Matthew Barney,American,Male,1967
Suzanne McClelland,American,Female,1959
Cildo Meireles,Brazilian,Male,1948
Jean Pierre Pincemin,French,Male,1944
Roberto Ciaccio,Italian,Male,1951
David Levinthal,American,Male,1949
Esther Parada,American,Female,1938
Valery Shchekoldin,Russian,Female,1946
Laurie Simmons,American,Female,1949
Penelope Umbrico,American,Female,1957
Adrian Piper,American,Female,1948
Andres Serrano,American,Male,1950
Rudolph Von Ripper,American,Male,1905
Sebastião Salgado,Brazilian,Male,1944
Carl Chiarenza,American,Male,1935
Gordon Coster,American,Male,1906
Philip-Lorca diCorcia,American,Male,1951
Robert Flynt,American,Male,1956
Connie Imboden,American,Female,1953
Karen Klugman,American,Female,1946
W. H. Pigou,British,Male,1818
Hermann Forsterling,German,Male,1955
William K. Greiner,American,Male,1957
Gregory Crewdson,American,Male,1962
Barbara Jaffe,American,Female,1942
Herbert G. Ponting,British,Male,1871
Michal Rovner,Israeli,Female,1957
Ken Schles,American,Male,1960
Barbel Scianghetti,American,Female,1939
Madoka Takagi,Japanese,Female,1956
Ruud Jan Kokke,Dutch,Male,1956
Junichi Arai,Japanese,Male,1932
Reiko Sudo,Japanese,Female,1953
Peter Cohen,American,Male,1955
Christian Leborg,Norwegian,Male,1966
Charles Ray,American,Male,1953
Nikos HadjiKyriakos-Ghika,Greek,Male,1906
Betty Woodman,American,Female,1930
François Aubert,French,Male,1839
Dawoud Bey,American,Male,1953
Vincent Borrelli,American,Male,1960
Tadao Ando,Japanese,Male,1941
Willie Cole,American,Male,1955
Tony Fitzpatrick,American,Male,1958
Margaret Lanzetta,American,Female,1957
William Morris,British,Male,1834
Peter Karpf,Danish,Male,1940
Rolf Kothrade,German,Male,1946
Kyoko Kumai,Japanese,Female,1943
Faith Ringgold,American,Female,1930
Alison Saar,American,Female,1956
Juan Sánchez,American,Male,1954
Paula Scher,American,Female,1948
Gary Essert,American,Male,1938
Gustav Stickley,American,Male,1858
Ekkeland Götze,German,Male,1948
Heribert Ottersbach,German,Male,1960
Robert Therrien,American,Male,1947
Olaf Wegewitz,German,Male,1949
Anton van Dalen,American,Male,1938
Paul Castrucci,American,Male,1978
John Fekner,American,Male,1950
Eric Drooker,American,Male,1958
Stash Two (Josh Franklin),American,Male,1967
Tom McGlynn,American,Male,1958
Dennis Thomas,American,Male,1955
Day Gleeson,American,Male,1948
Nadia Coën,American,Female,1961
Martin Wong,American,Male,1946
Andrew Castrucci,American,Male,1961
Betzaida Concepción,American,Female,1977
Seth Tobocman,American,Male,1958
Sabrina Jones,American,Female,1960
Red David Rodriguez,American,Male,1958
Lee Quinones,American,Male,1960
Sebastian Schroder,German,Male,1961
Walter Sipser,American,Male,1961
Bruce Witsiepe,American,Male,1951
Will Sales,American,Male,1928
Avram Finkelstein,American,Male,1952
Tony Bevan,British,Male,1951
Judith Francisca Baca,American,Female,1946
Mel Chin,American,Male,1951
Gonzalo Diaz,Chilean,Male,1947
Mike Glier,American,Male,1953
Alexander Kosolopov,Russian,Male,1943
Guillermo Kuitca,Argentine,Male,1961
Walther Ruttmann,German,Male,1887
Otto Fried,German,Male,1922
Keith Morrow Martin,American,Male,1911
Houston Conwill,American,Male,1947
Dan Stoenescu,American,Male,1921
Chas Laborde (Charles Laborde),French,Male,1886
Hin Bredendieck,German,Male,1904
Karin Sander,German,Female,1957
Guy Teschmacher,American,Male,1939
Robert Welch,British,Male,1929
Manfred Malzacher,American,Male,1926
Jack Stringer,American,Male,1927
Carl Norby,American,Male,1935
Javier Carvajal,Spanish,Male,1927
Robert Dumas-Hermes,French,Male,1917
Thomas V. Paulson,American,Male,1925
Reinhold Weiss,German,Male,1934
Frank Heacox,American,Male,1923
Flemming Bo Hansen,Danish,Male,1955
Bill Stewart,American,Male,1920
Moshe Zabari,American,Male,1935
Yong Soon Min,American,Female,1953
Patricia Dalzell,American,Female,1938
Pierangela d'Aniello,Italian,Female,1939
Perry King,British,Male,1938
Peter Hujar,American,Male,1934
Geoffrey James,Canadian,Male,1942
Richard N. Naylor,American,Male,1943
Corrado Aroldi,Italian,Male,1936
Cesare Leonardi,Italian,Male,1935
Ludwig Mies van der Rohe,American,Male,1886
Dante Bandini,Italian,Male,1940
Livio Castiglioni,Italian,Male,1911
Tony Esposito,Canadian,Male,1943
Robert Siegel,American,Male,1939
John E. Mullin,American,Male,1963
Eric Paddock,American,Male,1954
John Pinderhughes,American,Male,1946
Toshio Shibata,Japanese,Male,1949
Craig Schuster,Australian,Male,1960
Carrie Mae Weems,American,Female,1953
Popovi Da,American,Male,1931
"Pininfarina (Battista ""Pinin"" Farina)",Italian,Male,1893
Peter Hiort-Loerenzen,Danish,Male,1947
Antonio Macchi Cassia,Italian,Male,1937
Hancock Laverne,American,Male,1926
Allen John Bootroyd,British,Male,1943
Paul D. Miller,American,Male,1943
Harry V. Cremonese,American,Male,1939
Michael Alan Cousins,American,Male,1938
Eric Rivkin,American,Male,1951
Torsten Thorup,Danish,Male,1944
Wassili Luckhardt,German,Male,1899
Herbert H. Schultes,German,Male,1938
Norbert Schlagheck,German,Male,1925
Hap Sakwa,American,Male,1950
Hosowo Tomohiro,Japanese,Male,1953
Stephen Hobson,American,Male,1942
Glenn Edens,American,Male,1952
Giotto Stoppino,Italian,Male,1926
Shiro Kuramata,Japanese,Male,1934
Koen De Winter,Belgian,Male,1943
Roberto Ubaldi,Italian,Male,1940
Umberto Orsoni,Italian,Male,1940
Gianni Pareschi,Italian,Male,1940
Gianfranco Facchetti,Italian,Male,1939
Peter L. Zane,American,Male,1950
Bengt Palmgren,Swedish,Male,1944
Kevan Laycraft,Canadian,Male,1955
John Lonczak,American,Male,1954
Roald Steen Hansen,Danish,Male,1942
Mary Kocol,American,Female,1962
Davide Mercatali,Italian,Male,1948
Carmen Basile,American,Female,1947
Jacobus Lucas Verhoog,Danish,Male,1878
Rafael Viñoly,American,Male,1944
Earl Childress,American,Male,1956
Stephen Peart,British,Male,1958
Steven T. Kaneko,American,Male,1962
Robert J. King,American,Male,1917
Kari Virtanen,Finnish,Male,1948
Giuseppe Pensotti,Italian,Male,1939
Paulus van Leeuwen,Dutch,Male,1955
Alexander Blomberg,German,Male,1949
Alice von Pechmann,American,Female,1906
Poul Henningsen,Danish,Male,1894
John Barnard,British,Male,1946
Alberto Meda,Italian,Male,1945
Franco Raggi,Italian,Male,1945
Denis Santachiara,Italian,Male,1950
Tim Parsey,British,Male,1960
Mark Sanders,British,Male,1956
Bashir Zivari,American,Male,1961
Masuteru Aoba,Japanese,Male,1939
Emile-Jacques Ruhlmann,French,Male,1879
Charles O. Perry,American,Male,1929
Paolo Lomazzi,Italian,Male,1936
Donato D'Urbino,Italian,Male,1935
Ugo La Pietra,Italian,Male,1938
Alexander Girard,American,Male,1907
Ada Louise Huxtable,American,Female,1921
Lodovico Meneghetti,Italian,Male,1926
Heinz Rasch,German,Male,1902
Sigurd Persson,Swedish,Male,1914
Angelo Testa,American,Male,1921
Basil Spence,British,Male,1907
Roger Tallon,French,Male,1929
Bertel Gardberg,Finnish,Male,1916
Warren Platner,American,Male,1919
Matthew Abbott,British,Male,1965
Petah Coyne,American,Female,1953
Moustapha Dimé,Senegalese,Male,1952
Marisa Merz,Italian,Female,1931
Donald T. Chadwick,American,Male,1936
William Stumpf,American,Male,1936
Werner Büttner,German,Male,1954
Marc van de Loo,Swiss,Male,1966
Steve Jobs,American,Male,1955
Walter Ballmer,Swiss,Male,1923
Peggy Diggs,American,Female,1946
Tadeusz Myslowski,American,Male,1943
Jaune Quick-to-see Smith,American,Female,1940
Ann Hamilton,American,Female,1956
Cecil Stephenson,British,Male,1889
Miguel Angel Rios,Argentine,Male,1943
Gary Hill,American,Male,1951
Chuck Hoberman,American,Male,1956
Scott Marble,American,Male,1960
Yoshito Takahashi,Japanese,Male,1962
Jacques Herzog,Swiss,Male,1950
Pierre de Meuron,Swiss,Male,1950
Karen Fairbanks,American,Female,1959
George Howe,American,Male,1886
William Lescaze,American,Male,1896
Hans Gantert,German,Male,1934
José Bedia,Cuban,Male,1959
Vijay Kumar,Indian,Male,1942
Giulio Aristide Sartorio,Italian,Male,1860
Donald Moffett,American,Male,1955
Marlene McCarty,American,Female,1957
Marco Ferreri,Italian,Male,1958
Kazuo Kawasaki,Japanese,Male,1949
Ross Lovegrove,British,Male,1958
Lella Vignelli,Italian,Female,1934
David Law,American,Male,1937
Johann Loetz,American,Male,1848
Moira Dryer,Canadian,Female,1957
Mona Hatoum,British,Female,1952
Rodolfo Bretzel,Italian,Male,1966
Thomas Eriksson,Swedish,Male,1959
Jean Nouvel,French,Male,1945
Vincent de Rijk,Dutch,Male,1962
Arturo Ballester,Spanish,Male,1890
Art Chantry,American,Male,1954
Francisco Rivero Gil,Spanish,Male,1899
Simon Leung,American,Male,1964
Gabriel Orozco,Mexican,Male,1962
Kim Jones,American,Male,1944
Sara Sosnowy,American,Female,1957
Bill Traylor,American,Male,1854
Elyn Zimmerman,American,Female,1945
Cliff Chi,American,Male,1964
René Herbst,French,Male,1891
Charles B. Kaufmann,American,Male,1890
Christian de Portzamparc,French,Male,1944
Hélène Delprat,German,Female,1957
Gordon Cook,American,Male,1927
Grenville Davey,British,Male,1961
Federico Guzmán,Spanish,Male,1964
Alfredo Jaar,Chilean,Male,1956
Richard Mock,American,Male,1944
Rirkrit Tiravanija,Thai,Male,1961
Enrique Chagoya,Mexican,Male,1953
Lucien Pissarro,French,Male,1863
Daniel Lang,American,Male,1935
James Kearns,American,Male,1924
(follower of) José-Guadalupe  Posada,Mexican,Male,1852
Luis Alberto Wells,Argentine,Male,1940
Tom Friedman,American,Male,1965
Doris Salcedo,Colombian,Female,1958
Tony Oursler,American,Male,1957
Kcho (Alexis Leyva Machado),Cuban,Male,1970
Simon Patterson,British,Male,1967
Kay Rosen,American,Female,1947
Alexis Smith,American,Female,1949
Sue Williams,American,Female,1954
Giulio Paolini,Italian,Male,1940
Douglas Blau,American,Male,1955
Paul Balluriau,French,Male,1860
Raymond Pettibon,American,Male,1957
Toba Khedoori,Australian,Female,1964
Rebecca Horn,German,Female,1944
Roni Horn,American,Female,1955
Phyllis Bramson,American,Female,1941
Koichi Yoshimura,Japanese,Male,1940
Eiji Miyamoto,Japanese,Male,1948
Ritva Puotila,Finnish,Female,1935
Edward William Godwin,British,Male,1833
Harry J. Powell,British,Male,1855
Tomoyuki Sugiyama,Japanese,Male,1954
Sir William Lyons,British,Male,1901
Malcolm Sayer,British,Male,1916
Jennifer Morla,American,Female,1955
Luc Tuymans,Belgian,Male,1958
Marlene Dumas,South African,Female,1953
Nobuyoshi Araki,Japanese,Male,1940
Willie Birch,American,Male,1942
Minnie Evans,American,Female,1892
Andrea Zittel,American,Female,1965
Toyo Ito,Japanese,Male,1941
Daniel Libeskind,American,Male,1946
Cesar Pelli,American,Male,1926
Ben van Berkel,Dutch,Male,1957
Mehrdad Yazdani,Iranian,Male,1959
Bernhard Fuchs,Austrian,Male,1971
Nan Goldin,American,Female,1953
Jean-Luc Moulène,French,Male,1955
Julião Sarmento,Portuguese,Male,1948
Christian Schumann,American,Male,1970
Mikko Heikkinen,Finnish,Male,1949
Markku Komonen,Finnish,Male,1945
Stuart Brisley,British,Male,1933
Don Brown,British,Male,1962
Helen Chadwick,British,Female,1953
Tracey Emin,British,Female,1963
Angus Fairhurst,British,Male,1966
Liam Gillick,British,Male,1964
Gary Hume,British,Male,1962
Sam Taylor-Wood,British,Female,1967
John Biggers,American,Male,1924
Franz West,Austrian,Male,1947
Elia Zenghelis,British,Female,1937
Zoe Zenghelis,British,Female,1937
Laurids Ortner,Austrian,Male,1941
Manfred Ortner,Austrian,Male,1943
Marc Tsurumaki,American,Male,1965
Jonathan Crary,American,Male,1951
Joel Sanders,American,Male,1956
Thomas Blossfeldt,Swiss,Male,1950
Norman Foster,British,Male,1935
James Wines,American,Male,1932
Harry C. Wolf,American,Male,1935
Wolf D. Prix,Austrian,Male,1942
Helmut Swiczinsky,Polish,Male,1944
Winy Maas,Dutch,Male,1959
Elizabeth Alford,American,Female,1967
Ray Maggiore,American,Male,1964
Vince Scirano,American,Male,1966
Ron Steiner,American,Male,1952
Xaveer de Geyter,Dutch,Male,1970
Rody Graumans,Dutch,Male,1968
Hella Jongerius,Dutch,Female,1963
Tejo Remy,Dutch,Male,1960
Arian Brekveld,Dutch,Male,1968
Jos van der Meulen,Dutch,Male,1958
Marcel Wanders,Dutch,Male,1963
Paolo Rizzatto,Italian,Male,1941
Maurizio Ficcadenti,Italian,Male,1970
David Moreno,American,Male,1957
Florence Knoll,American,Female,1917
Patti Smith,American,Female,1946
Bent Hedegaard Nobert,Danish,Male,1959
Montse Padrós i Marqués,Spanish,Male,1952
Carlos Riart,Spanish,Male,1944
Ben Faydherbe,Dutch,Male,1958
Wout De Vringer,Dutch,Male,1959
Ton Homburg,Dutch,Male,1952
Emil Hoppe,Austrian,Male,1876
Robert A. M. Stern,American,Male,1939
Marcel Kammerer,Austrian,Male,1878
Otto Schönthal,Austrian,Male,1878
Stephen Cassell,American,Male,1963
Pieter Laurens Mol,Dutch,Male,1946
Waltercio Caldas,Brazilian,Male,1946
Lari Pittman,American,Male,1952
Nancy Rubins,American,Female,1952
Nicola Tyson,British,Female,1960
Lex Reitsma,Dutch,Male,1958
Will De L'ecluse,Dutch,Male,1951
Jan van Toorn,Dutch,Male,1932
Rudolf Stingel,Italian,Male,1956
Carol Hepper,American,Female,1953
Hale Woodruff,American,Male,1900
Yasumasa Morimura,Japanese,Male,1951
Lies Ros,Dutch,Male,1952
Rob Schroder,Dutch,Male,1950
Paul McCarthy,American,Male,1945
Roger Ballen,South African,Male,1950
Ellen Gallagher,American,Female,1965
Steve Wolfe,American,Male,1955
Gerald Brockhurst,American,Male,1890
Yvonne Droge-Wendel,German,Female,1961
Elaine Lustig Cohen,American,Female,1927
Frank Paulin,American,Male,1926
Dieter Appelt,German,Male,1935
Shimon Attie,American,Male,1957
Per Bernsten,Norwegian,Male,1942
Bruce Charlesworth,American,Male,1950
David Goldes,American,Male,1947
Geoffrey Biddle,American,Male,1950
Rudy Burckhardt,American,Male,1914
Carl Martin,American,Male,1958
Floris M. Neusüss,German,Male,1937
Melissa Ann Pinney,American,Female,1953
Gabrielle Russomagno,American,Female,1963
Shelly Rusten,American,Male,1938
Herman Schervee,Norwegian,Male,1867
Christer Strömholm,Swedish,Male,1918
Aldo Rossi,Italian,Male,1931
Franz Erhard Walther,German,Male,1939
Joel Leivick,American,Male,1951
John Claude White,British,Male,1853
Eduardo Arroyo,Spanish,Male,1937
Eugène Druet,French,Male,1868
Horst P. Horst,American,Male,1906
Robert Howlett,British,Male,1831
The Reverend Calvert Jones,British,Male,1802
Drahomir Joseph Ruzicka,American,Male,1870
Frank Meadow Sutcliffe,British,Male,1853
Léon Vidal,French,Male,1833
Fred Tomaselli,American,Male,1956
Sylvie Fleury,Swiss,Female,1961
Louis Legrand,French,Male,1863
Antonio Muntadas,Spanish,Male,1942
Alyson Shotz,American,Female,1964
Martin Walde,Austrian,Male,1957
Kara Walker,American,Female,1969
Michael Joaquin Grey,American,Male,1961
Equipo Crónica,Spanish,Male,1964
Peter Nadin,American,Male,1954
Rafael Solbes,Spanish,Male,1940
Barbara Blondeau,American,Female,1938
Adam Bartos,American,Male,1953
Yukinori Yanagi,Japanese,Male,1959
Kevin Bubriski,American,Male,1954
Terry Evans,American,Female,1944
Adolphe-Léon Willette,French,Male,1857
Jay DeFeo,American,Female,1929
José Gabriel Gonzáles,Peruvian,Male,1900
Nicholas Grimshaw,British,Male,1939
Eric Rondepierre,French,Male,1950
David Spear,American,Male,1937
François Kollar,French,Male,1904
Herbert List,German,Male,1903
John Milisenda,American,Male,1947
Margaret Moulton,American,Female,1956
Susan Weil,American,Female,1930
Frank Sellitto,American,Male,1951
Wojciech Prazmowski,Polish,Male,1949
Mike and Doug Starn,American,Male,1961
Jay Wolke,American,Male,1954
Shikanosuke Yagaki,Japanese,Male,1897
Jerry Schatzberg,American,Male,1927
Carolee Schneemann,American,Female,1939
Graham Smith,British,Male,1947
Hélio Oiticica,Brazilian,Male,1937
Paul Vanderbilt,American,Male,1905
Catherine Wagner,American,Female,1953
Mogens Balle,Danish,Male,1921
Sven Dalsgaard,Danish,Male,1914
Raphael Drouart,French,Male,1884
Jeanne Bardey,French,Female,1872
Maurice Asselin,French,Male,1882
Willibald Kramm,German,Male,1891
Georg Meistermann,German,Male,1911
Emil Kiess,German,Male,1930
Hubertus von Pilgrim,German,Male,1931
Rigaud Benoit,Haitian,Male,1911
Dieudonne Cedor,Haitian,Male,1925
Gabriel Alix,Haitian,Male,1930
Gabriel Lévêque,Haitian,Male,1923
Jacob Burck,American,Male,1907
Russell Limbach,American,Male,1904
Robert Walters,American,Male,1925
Frederick Franck,American,Male,1909
Stephan Balkenhol,German,Male,1957
Douglas Gordon,Scottish,Male,1966
Andreas Gursky,German,Male,1955
Jerry Cooke,American,Male,1922
Imi Knoebel,German,Male,1940
Sarah Lucas,British,Female,1962
Jessie Tarbox Beals,American,Female,1870
Juan Muñoz,Spanish,Male,1953
Jean-Luc Mylayne,French,Male,1946
VALIE EXPORT,Austrian,Female,1940
Cady Noland,American,Female,1956
Vik Muniz,Brazilian,Male,1961
Kirill Rozhdestvenskii,Russian,Male,1932
Alexander Slussarev,Russian,Male,1944
Giorgio Sommer,Italian,Male,1834
Franco Zecchin,Italian,Male,1953
Roman Signer,Swiss,Male,1938
Thomas Struth,German,Male,1954
Jeff Wall,Canadian,Male,1946
Uta Barth,American,Female,1958
Tria Giovan,American,Female,1961
Kurt Kranz,German,Male,1910
Erwin Smith,American,Male,1886
Gerd Bonfert,Romanian,Male,1953
Manuel Valdes,Spanish,Male,1942
Rose Mandel,American,Female,1910
Peter Klasen,German,Male,1935
Peter Stampfli,Swiss,Male,1937
Étienne-Jules Marey,French,Male,1830
Ava Gerber,American,Female,1961
Sean Mellyn,American,Male,1965
Jonathan Seliger,American,Male,1955
Katy Schimert,American,Female,1963
Diana Michener,American,Female,1940
Bernard Rancillac,French,Male,1931
Rafael Montañez Ortiz,American,Male,1934
Dörte Eissfeldt,German,Female,1950
Sharon Harper,American,Female,1966
Sanjeev Saith,Indian,Male,1958
Frances Benjamin Johnston,American,Female,1864
Bastienne Schmidt,German,Male,1961
Colette Alvarez Urbajtel,French,Female,1934
Nicholas Dean,American,Male,1933
Rachel Harrison,American,Female,1966
Herb Snitzer,American,Male,1932
Ilkka Laine,Finnish,Female,1964
Seiichi Furuya,Japanese,Male,1950
Vladimir Syomin,Russian,Male,1938
Amy Arbus,American,Female,1954
Accra Shepp,American,Male,1962
Bertien van Manen,Dutch,Female,1942
Power Boothe,American,Male,1945
Naomi Boretz,American,Female,1935
Marvin Brown,American,Male,1943
Ward Jackson,American,Male,1929
Jane Logemann,American,Female,1942
Hiroshi Murata,Japanese,Male,1941
Beatrice Riese,American,Female,1917
Ce Roser,American,Female,1930
Teiji Furuhashi,Japanese,Male,1960
Bill Viola,American,Male,1951
Maya Ying Lin,American,Female,1959
Tom Slaughter,American,Male,1955
An-My Lê,American,Female,1960
Kenzo Okada,American,Male,1902
Henri-Victor Regnault,French,Male,1810
Adolphe Terris,French,Male,1820
René Ravo,French,Male,1904
Vivian Cherry,American,Female,1920
Valdir Cruz,Brazilian,Male,1952
Rudolf Schwarzkogler,Austrian,Male,1940
Charles Long,American,Male,1958
Werner Rohde,German,Male,1906
Ian Wallace,Canadian,Male,1943
Stanis_aw Ignacy Witkiewicz,Polish,Male,1885
Mariana Yampolsky,Mexican,Female,1925
Not Vital,Swiss,Male,1948
Jill Baroff,American,Female,1954
William Kentridge,South African,Male,1955
Maria Serebriakova,Russian,Female,1965
Lola Alvarez Bravo,Mexican,Female,1907
Roger Cutforth,British,Male,1944
Hope Sandrow,American,Female,1951
Bogdan Achimescu,Romanian,Male,1965
Deborah Oropallo,American,Female,1954
Terry Adkins,American,Male,1953
Rona Pondick,American,Female,1952
Louise Lawler,American,Female,1947
Joseph Grigely,American,Male,1956
Jonas Mekas,Lithuanian,Male,1922
Luca Buvoli,Italian,Male,1963
Neil M. Denari,American,Male,1957
Werner Aisslinger,German,Male,1964
Wendell Castle,American,Male,1932
Tom Dixon,British,Male,1959
Jacques Lowe,American,Male,1924
Charles Moore,American,Male,1931
Lew Thomas,American,Male,1932
José Leonilson,Brazilian,Male,1957
Jean-Michel Othoniel,French,Male,1964
Elaine Reichek,American,Female,1943
Mira Schendel,Brazilian,Female,1919
Sarah Sze,American,Female,1969
James Castle,American,Male,1900
Dennis Hopper,American,Male,1936
Lisa Yuskavage,American,Female,1962
Chris Ofili,British,Male,1968
Jim Shaw,American,Male,1952
Gary Simmons,American,Male,1964
Katharina Bosse,German,Female,1968
Ernest Cole,South African,Male,1940
Yevgeny Khaldei,Russian,Male,1916
Ivan Shagin,Russian,Male,1904
Arkadii Shishkin,Russian,Male,1899
Anatolli Skurikhin,Russian,Male,1900
Aleksandr Ustinov,Russian,Male,1909
Georgi Zelma,Russian,Male,1906
interware SARL,French,Male,2000
Jasper Morrison,British,Male,1959
Serge Mouille,French,Male,1922
Jean Prouvé,French,Male,1901
Bas Oudt,Dutch,Male,1956
Cedric Price,British,Male,1934
Michael Webb,British,Male,1937
Mathias Ungers,German,Male,1926
Franco Albini,Italian,Male,1905
Simon Ungers,German,Male,1957
Constantin Boym,American,Male,1955
Laurene Leon Boym,American,Female,1964
Antonio Citterio,Italian,Male,1950
Glen Oliver Löw,German,Male,1959
Lyn Godley,American,Female,1956
Marc Newson,Australian,Male,1963
Johannes Potente,German,Male,1908
Paul Schudel,Dutch,Male,1951
Hans Maier-Aichen,German,Male,1940
Sebastian Bergne,British,Male,1966
Santina Bonini,Italian,Female,1961
Claudio Cesar,American,Male,1955
Bob Evans,American,Male,1950
Gordon Randall Perry,American,Male,1943
Joseph Forakis,American,Male,1962
Eric Goetz,American,Male,1949
Lawrence Lam,American,Male,1960
