name,nationality,gender,birthdate
Lloyd Schwan,American,Male,1955
Ernesto Spicciolato,Italian,Male,1957
Takeshi Ishiguro,Japanese,Male,1969
Doug Olson,American,Male,1961
Christopher Connell,Australian,Male,1954
Noriaki Okabe,Japanese,Male,1931
Sanford Redmond,American,Male,1924
Scott Riegleman,American,Male,1957
Marc Sadler,French,Male,1946
Belkis Ayón,Cuban,Female,1967
Fiona Banner,British,Female,1966
Karen Kilimnik,American,Female,1955
Wayman R. Spence,American,Male,1934
Giorgio Gurioli,Italian,Male,1957
Francesco Scansetti,Italian,Male,1955
Bradford Bissell,American,Male,1957
Charles S. Anderson,American,Male,1958
Tracey Moffatt,Australian,Female,1960
Elizabeth Peyton,American,Female,1965
Ugo Rondinone,Swiss,Male,1964
Wolfgang Tillmans,German,Male,1968
Hans-Peter Feldmann,German,Male,1941
Luba Lukova,American,Female,1960
Ralph Schraivogel,Dutch,Male,1960
Marlene Streeruwitz,Austrian,Female,1950
Wiel Arets,Dutch,Male,1955
Dominique Perrault,French,Male,1953
Yoshio Taniguchi,Japanese,Male,1931
Lilly Reich,German,Female,1885
Osvaldo Borsani,Italian,Male,1911
Hans Coray,Swiss,Male,1906
Antoine-Francois-Jean Claudet,French,Male,1797
Arnold Crane,American,Male,1932
Robert Adamson,British,Male,1821
Jorge Ribalta,Spanish,Male,1963
Abraham Shterenberg,Russian,Male,1894
Charles Thurston Thompson,British,Male,1816
Oliver Wasow,American,Male,1960
Cai Guo-Qiang,Chinese,Male,1957
Jitka Hanzlová,Czech,Female,1958
Otto Muehl,Austrian,Male,1925
Fritz Schleifer,German,Male,1903
Gerhard Rühm,Austrian,Male,1930
Merry Alpern,American,Female,1955
Thomas Geismar,American,Male,1931
Bruce Blackburn,American,Male,1938
Thomas Mohr,American,Male,1948
Gordon Parks,American,Male,1912
John Szarkowski,American,Male,1925
Sari Dienes,American,Female,1898
Gosbert Adler,German,Male,1956
Peter Doig,British,Male,1959
Bing Wright,American,Male,1958
Christopher Bucklow,British,Male,1957
Miyako Ishiuchi,Japanese,Female,1947
Julia Fish,American,Female,1950
Suzan Frecon,American,Female,1941
Marcia Hafif,American,Female,1929
Marco Breuer,German,Male,1966
Hilla Becher,German,Female,1934
Jeanne Dunning,American,Female,1960
Eve Laramee,American,Female,1956
Osamu Shiihara,Japanese,Male,1905
Hans Poelzig,German,Male,1869
Paolo Soleri,American,Male,1919
Paul Nelson,American,Male,1895
Oscar Niemeyer,Brazilian,Male,1907
Kohei Sugiura,Japanese,Male,1932
Andrea Branzi,Italian,Male,1938
Yona Friedman,French,Male,1923
Wallace K. Harrison,American,Male,1895
Cornelis van Eesteren,Dutch,Male,1897
Ron Herron,British,Male,1930
Rodolfo Machado,American,Male,1942
Max Peintner,Austrian,Male,1937
Mark Bennett,American,Male,1956
Michael Ray Charles,American,Male,1967
Julia Jacquette,American,Female,1964
Fabian Marcaccio,Argentine,Male,1963
Mariko Mori,Japanese,Female,1967
George Hoyningen-Huene,American,Male,1900
Massimo Scolari,Italian,Male,1943
Julian Opie,British,Male,1958
Jorge Silvetti,American,Male,1942
Gianni Braghieri,Italian,Male,1945
Jorge Pardo,American,Male,1963
Cornelia Parker,British,Female,1956
Shoji Sadao,American,Male,1927
Charles Spurrier,Swiss,Male,1930
Allyson Strafella,American,Female,1969
Charles Norman Sladen,American,Male,1858
Rineke Dijkstra,Dutch,Female,1959
Mario Gabinio,Italian,Male,1871
Peter Goin,American,Male,1951
Wilhelm Ebentreich,German,Male,1952
Detlef Fiedler,German,Male,1955
Daniela Haufe,German,Female,1966
Siegfried Jablonsky,German,Male,1950
Sophie Alex,German,Female,1967
Guglielmo Berchicci,Italian,Male,1957
Konstantin Grcic,German,Male,1965
James Thrall Soby,American,Male,1906
Kunié Sugiura,American,Female,1942
Vera Lutter,German,Female,1960
Stan Douglas,Canadian,Male,1960
Andreas Slominski,German,Male,1959
Wijnanda Deroo,Dutch,Female,1955
Beat Streuli,Swiss,Male,1957
Giovanni Guerrini,Italian,Male,1887
Stefano Giovannoni,Italian,Male,1954
Harmony Korine,American,Male,1973
Boris Mikhailov,Ukrainian,Male,1938
Gordon Bunshaft,American,Male,1909
Marty Kohn,Canadian,Male,1953
Jeroen Thomas,Dutch,Male,1952
Garciella Torre,Spanish,Female,1959
Willem Jan Neutelings,Dutch,Male,1959
Brigitte Kochta,German,Female,1958
Luc Reuse,Belgian,Male,1955
Josef Kohn,Austrian,Male,1817
Eleanor Antin,American,Female,1935
Phel Steinmetz,American,Male,1944
Micha Bar-Am,Israeli,Female,1930
Laurenz Berges,German,Male,1966
E. V. Day,American,Female,1968
Guy Bourdin,French,Male,1933
Catherine Opie,American,Female,1961
Inka Essenhigh,American,Female,1969
Eberhard Havekost,German,Male,1967
James Welling,American,Male,1951
Michael Wesely,German,Male,1963
Claude Cahun (Lucy Schwob),French,Female,1894
Lygia Pape,Brazilian,Female,1927
Shahzia Sikander,Pakistani,Female,1969
Do Ho Suh,Korean,Male,1962
David Byrne,American,Male,1952
Nari Ward,American,Male,1963
Kevin Appel,American,Male,1967
Gabriele Nothhelfer,German,Female,1945
Helmut Nothhelfer,German,Male,1945
Samuel A. King,British,Male,1828
Giovanni Anselmo,Italian,Male,1934
Pino Pascali,Italian,Male,1935
John Rauch,American,Male,1930
Denise Scott Brown,American,Female,1931
Thom Mayne,American,Male,1944
Erich Mendelsohn,American,Male,1887
Alessandro Magris,Italian,Male,1941
Roberto Magris,Italian,Male,1935
Gian Piero Frassinelli,Italian,Male,1939
Adolfo Natalini,Italian,Male,1941
Cristiano Toraldo di Francia,Italian,Male,1941
Michelle Stone,American,Female,1944
Emilio Sousa,American,Male,1944
John (born Helmut Herzfelde) Heartfield,German,Male,1891
Hajo Rose,German,Male,1910
Franz Wilhelm Seiwert,German,Male,1894
Anton Stankowski,German,Male,1906
Richard Gangle,American,Male,1918
Ken Grant,British,Male,1967
Paula Horn Kotis,American,Female,1922
Martin Manz,German,Male,1954
Alessandra Sanguinetti,American,Female,1968
Susan Unterberg,American,Female,1941
Harry Shunk,French,Male,1924
František Kalivoda,Czech,Male,1913
Mac Adams,American,Male,1943
Zdenek Rossmann,Czech,Male,1905
Solomon Telingater,Russian,Male,1903
Armando Testa,Italian,Male,1917
Willem Hendrik Gispen,Dutch,Male,1890
Doug Aitken,American,Male,1968
Vanessa Beecroft,Italian,Female,1969
Yves José Zimmerman,Swiss,Male,1937
Gérard Miedinger,Swiss,Male,1912
Wes Wilson,American,Male,1937
Jake Chapman,British,Male,1966
Dinos Chapman,British,Male,1962
Klaus Staeck,German,Male,1938
Eryk Lipinski,Polish,Male,1908
Jacek Neugebauer,Polish,Male,1934
Edward Fella,American,Male,1938
Walter Diethelm,Swiss,Male,1913
Josef Flejšar,Czech,Male,1922
Zden_k Ziegler,Czech,Male,1932
Nicola Constantino,Argentine,Female,1964
Thomas Hirschhorn,Swiss,Male,1957
Horst Hoheisel,German,Male,1944
Michael Joo,American,Male,1966
Dan Olson,American,Male,1955
Kerry James Marshall,American,Male,1955
Jason Rhoades,American,Male,1965
Lisa Ruyter,American,Female,1968
Richard Billingham,British,Male,1970
Janine Antoni,Bahamian,Female,1964
Peter Bradley,American,Male,1940
Jose Antonio Fernández-Muro,Argentine,Male,1920
Henry Markowitz,American,Male,1930
Pipilotti Rist,Swiss,Female,1962
Ken Miller,American,Male,1958
Richard Mantel,American,Male,1941
Leslie Sweet,American,Male,1958
Jean Crotti,French,Male,1878
Suzanne Duchamp,French,Female,1889
Frank Benedict,American,Male,1951
Marco Castillo,Cuban,Male,1971
Alexandre Arrechea,Cuban,Male,1970
Dagoberto Rodriguez,Cuban,Male,1969
Eberhard Marhold,German,Male,1943
Christa Ehrlich,Dutch,Female,1903
Max Morise,French,Male,1900
Pierre Naville,French,Male,1900
Greta Knutson,Swedish,Female,1899
Esteban Francés,Spanish,Male,1913
Remedios Varo,Spanish,Female,1908
Jeannette Ducrocq Tanguy,French,Female,1896
Fred Mayer,Swiss,Male,1938
John Morris,American,Male,1965
Emmanuel Yevzerikhin,Russian,Male,1911
Georgy Khomzor,Russian,Male,1914
Renata Grindler,German,Female,1940
John Van Hamersveld,American,Male,1941
José Toirac,Cuban,Male,1966
Polly Apfelbaum,American,Female,1955
Maurizio Cattelan,Italian,Male,1960
Diana Thater,American,Female,1962
Clementine Helene Dufau,French,Female,1869
Robert Overby,American,Male,1935
Walther Koch,Swiss,Male,1875
Victor Ancona,American,Male,1912
Leo Gantenbein,Swiss,Male,1920
Winfried Holtz,German,Female,1937
Siegfried Himmer,German,Male,1935
Hans Buschfeld,German,Male,1939
Heinz Lippert,German,Male,1938
Coort von Mannstein,German,Male,1937
Karl Michel,German,Male,1895
Hans Michel,German,Male,1920
Brian Tattersfield,British,Male,1936
Shirin Neshat,Iranian,Female,1957
Nicolaus Ott,German,Male,1949
Alfred Bernard Stein,German,Male,1947
René Georges Hermann-Paul,French,Male,1864
Kilian Breier,German,Male,1931
Eleanore Bujatti,Austrian,Female,1919
Rudi Feld,American,Male,1896
Matthew Smith,British,Male,1879
Miroslaw Balka,Polish,Male,1958
Betty Goodwin,Canadian,Female,1923
Éva Kémeny,Hungarian,Female,1929
Yakov Ruklevsky,Russian,Male,1884
Billy Sullivan,American,Male,1946
Efim Mezhbarg,Russian,Male,1912
Juan Antonio Morales,Spanish,Male,1909
Francis Alÿs,Belgian,Male,1959
Francis Meynell,British,Male,1891
Frank Newbould,British,Male,1887
Pierre Fix-Masseau,French,Male,1869
Josep Subirats Samora,Spanish,Male,1914
Wilhelm Friedrich Bürger,Swiss,Male,1882
Marek Freudenreich,Polish,Male,1939
Hans Hartmann,Swiss,Male,1913
Bonnie Maclean,American,Female,1949
Alton Kelley,American,Male,1940
Emil Ruder,Swiss,Male,1914
Werner Zryd,Swiss,Male,1923
Pierre Gauchat,Swiss,Male,1902
Heinz Fuchs,German,Male,1886
Maciej Zbikowski,Polish,Male,1935
Anibal Gil,Colombian,Male,1932
Kurt Wenzel,Danish,Male,1899
Makoto Saito,Japanese,Male,1952
Kevin Dwyer,American,Male,1952
Günter Zamp Kelp,Austrian,Male,1941
Klaus Pinter,Austrian,Male,1940
Carl Jacobs,Danish,Male,1925
Giovanni Patrone,Italian,Male,1904
Harri Koskinen,Finnish,Male,1970
Philippe Starck,French,Male,1949
Akihiro Kaneko,Japanese,Male,1961
Yoshihiro Kimura,Japanese,Male,1947
Keiji Otani,Japanese,Male,1967
Bruce Ancona,American,Male,1956
Louis Henry,American,Male,1971
Ron Arad,British,Male,1951
Marc Berthier,French,Male,1935
Cesare Casati,Italian,Male,1936
Art Fry,American,Male,1931
Grete Jalk,Danish,Female,1920
Gerald Summers,British,Male,1899
Andries Van Onck,Dutch,Male,1928
Shichiro Imatake,Japanese,Male,1905
John Tang,American,Male,1959
Peter Cazalet,American,Male,1969
Russell Crotty,American,Male,1956
Merce Cunningham,American,Male,1919
John Currin,American,Male,1962
Margherita Manzelli,Italian,Female,1968
Jodiah Jacobs,American,Male,1962
Arthur S. Mole,American,Male,1889
Johann Palisa,Austrian,Male,1848
Max Wolf (Maximilian Franz Joseph Cornelius),Austrian,Male,1863
Dieter Rams,German,Male,1932
Jockum Nordström,Swedish,Male,1963
Mikael Björnstjerna,Swedish,Male,1945
Ford Madox Brown,British,Male,1821
Fernando Campana,Brazilian,Male,1961
Humberto Campana,Brazilian,Male,1953
Godtfred Kirk Christiansen,Danish,Male,1920
Hércules Barsotti,Brazilian,Male,1914
David Bates,American,Male,1952
Estella Conwill Majozo,American,Female,1949
John Bock,German,Male,1965
Christopher Brown,American,Male,1951
Cecily Brown,British,Female,1969
Janet Cardiff,Canadian,Female,1957
Willys de Castro,Brazilian,Male,1926
Anna Maria Maiolino,Brazilian,Female,1942
Christian Marclay,American,Male,1955
Beatriz Milhazes,Brazilian,Female,1960
Takashi Murakami,Japanese,Male,1962
Gillian Wearing,British,Female,1963
Pae White,American,Female,1963
Richard Hell,American,Male,1949
Paolo Lombardi,Italian,Male,1827
Nedko Solakov,Bulgarian,Male,1957
Dan Walsh,American,Male,1960
Rudolf Bonvie,German,Male,1947
Claude-Joseph-Désiré Charnay,French,Male,1828
Christopher Giglio,American,Male,1964
George Grantham Bain,American,Male,1865
Eddie Adams / Associated Press,American,Male,1933
Dominique Berretty/Black Star Publishing Co.,French,Female,1925
Neal Boenzi/The New York Times,American,Male,1925
Rene Portocarrero,Cuban,Male,1914
Arthur Brower/The New York Times,American,Male,1916
Brown Brothers,American,Male,1904
Pat Burns/The New York Times,American,Male,1909
Chuck Burton/Associated Press,American,Male,1955
Anthony Camerano/Associated Press,American,Male,1909
Don Hogan Charles/The New York Times,American,Male,1938
Bill Cunningham/The New York Times,American,Male,1929
Francesca Woodman,American,Female,1958
Vic Delucia/The New York Times,American,Male,1933
Fehim Demir/Agence France-Presse,Bosnian,Male,1959
Richard Drew/Associated Press,American,Male,1946
Sam Falk/The New York Times,American,Male,1901
John Filo/Valley Daily News via Associated Press,American,Male,1948
Stanley J. Forman/Boston Herald via Associated Press,American,Male,1945
Carl T. Gosset Jr./The New York Times,American,Male,1924
Art Greenspon/Associated Press,American,Male,1942
Horst Faas,German,Male,1933
James C. Hare/Colliers Weekly,American,Male,1856
Susan Harris/The New York Times,American,Female,1954
Marc Allégret,French,Male,1900
Eddie Hausner/The New York Times,American,Male,1926
Bruce Hoertel/The New York Times,American,Male,1923
John Hubbard/Black Star Publishing Co.,American,Male,1939
Barney Ingoglia/The New York Times,American,Male,1928
Bob Jackson,American,Male,1934
Norman M. Jeannero/Times World Wide Photos,American,Male,1889
Edward Keating/The New York Times,American,Male,1956
Arthur Wesley Dow,American,Male,1857
Seydou Keïta,Malian,Male,1923
Mike Lien/The New York Times from CBS News,American,Male,1936
Jay King,American,Male,1944
Meyer Liebowitz/The New York Times,American,Male,1906
Herbert Krenchel,Danish,Male,1922
S.L.A. Marshall,American,Male,1900
Peter Pelzel,Italian,Male,1937
Larry C. Morris/The New York Times,American,Male,1924
Richard Rothman,American,Male,1956
Günther Ssymmank,German,Male,1920
Martine Barrat,French,Female,1943
Peter G. Kayafas,American,Male,1971
Keith Pannel/Mail on Sunday,British,Male,1956
Maria Martinez-Cañas,Cuban,Female,1960
Glen Pettit/The New York Times,American,Male,1971
Igor Moukhin,Russian,Male,1961
Douglas C. Pizac/Associated Press,American,Male,1954
Kent Porter/The Press Democrat via Assocated Press,American,Male,1962
Robert Riger,American,Male,1924
Osamu Kanemura,Japanese,Male,1964
Librado Romero/Associated Press,American,Male,1942
Thomas Demand,German,Male,1964
Joe Rosenthal/Times World Wide Photos,American,Male,1911
William E. Sauro/The New York Times,American,Male,1929
Cliff Schiappa/Associated Press,American,Male,1957
Sammy Schulman/International News Photo,American,Male,1906
Barton Silverman/The New York Times,American,Male,1942
Ernie Sisto/The New York Times,American,Male,1904
Captain Cecil W. Stoughton,American,Male,1920
Ray Stubblebine/Associated Press,American,Male,1946
Kryn Taconis/Magnum Photos Co.,Dutch,Male,1918
George Tames/The New York Times,American,Male,1914
Glenn Rudolph,American,Male,1946
Caroline Feyt,French,Female,1965
Mario Cravo Neto,Brazilian,Male,1947
Jean Christian Bourcart,French,Male,1960
Robert Walker/The New York Times,American,Male,1926
Marilynn K. Yee/The New York Times,American,Female,1950
Bert Six,American,Male,1902
Freda Diamond,American,Female,1905
Heinreich Löffelhardt,German,Male,1901
Anne Marie Fishbein,American,Female,1958
Matthias Hoch,German,Male,1958
Curt Richter,American,Male,1956
Carlo Mazzeri,Italian,Male,1927
Lutz Dille,Canadian,Male,1922
Linnaeus Tripe,British,Male,1822
Georgina Starr,British,Female,1968
Katherine Turczan,American,Female,1965
Tom Wood,British,Male,1951
Raymond Riley,American,Male,1958
David Shen,American,Male,1958
Theodore C. Brookhart,American,Male,1898
Hugo Blomberg,Swedish,Male,1897
Ralph Lysell,Swedish,Male,1907
Hans Gösta Thames,Swedish,Male,1916
Dario Montagni,Italian,Male,1929
Sergio Berizzi,Italian,Male,1930
Cesare Butté,Italian,Male,1930
Jens H. Quistgaard,Danish,Male,1919
Michio Arai,Japanese,Male,1938
William Campbell,American,Male,1954
Giovanni Bassi,Italian,Male,1926
Saul Nesbitt,American,Male,1925
Franca Stagi,Italian,Male,1937
Kikukawa Katsuyoshi,Japanese,Female,1935
Martijn Wegman,Danish,Male,1955
John Mascheroni,American,Male,1932
Gianni Passini,Italian,Male,1941
Ernst Lieser,Swedish,Male,1940
William M. Heynes,British,Male,1903
Juan Herreros,Spanish,Male,1958
Iñaki Ábalos,Spanish,Male,1956
Jacob Kohn,Austrian,Male,1791
Terence Riley,American,Male,1954
Yushi Uehara,Japanese,Male,1964
Kazuyo Sejima,Japanese,Female,1956
Renzo Piano,Italian,Male,1937
Alfred Roth,Swiss,Male,1930
"Alfred H. Barr, Jr.",American,Male,1902
Hilde Hubbuch,German,Female,1905
Raymond Loewy,American,Male,1893
Alvin Lustig,American,Male,1915
René d'Harnoncourt,American,Male,1901
George Him,British,Male,1900
Jan Lewitt,British,Male,1907
Christian Zervos,French,Male,1889
Wolf Zimmerman,German,Male,1925
Anthon Beeke,Dutch,Male,1940
Tapio Salmelainen,Finnish,Male,1941
Carl Van Vechten,American,Male,1880
Kirill Zdanevich,Russian,Male,1892
Velimir Khlebnikov,Russian,Male,1885
Vladimir Mayakovsky,Russian,Male,1893
Natan Al'tman,Russian,Male,1889
Stéphane Mallarmé,French,Male,1842
Niele Toroni,Swiss,Male,1937
Nikolai Kul'bin,Russian,Male,1868
Iurii Annenkov,Russian,Male,1889
Lewis Carroll (Charles Lutwidge Dodgson),British,Male,1832
David Mamet,American,Male,1947
Blaise Cendrars (Frédéric Sauser),French,Male,1887
Liz Larner,American,Female,1960
Vasilii Kamenskii,Russian,Male,1864
Gustav Klutsis,Latvian,Male,1895
Benjamin Péret,French,Male,1899
Igor' Terent'ev,Russian,Male,1892
Guido Ballo,Italian,Male,1914
Harold Rosenberg,American,Male,1906
Iraklii Gamrekeli,Georgian,Male,1894
Il'ia Zdanevich,French,Male,1894
Naum Granovskii,Russian,Male,1898
Antonin Artaud,French,Male,1896
Vladimir Lebedev,Russian,Male,1891
Peter Schjeldahl,American,Male,1942
Bradbury Thompson,American,Male,1911
Paul Valéry,French,Male,1871
A. K. Barutchev,Russian,Male,1904
Tristan Tzara,French,Male,1896
Ivan Kliun,Russian,Male,1878
William S. Burroughs,American,Male,1914
Franz Roh,German,Male,1890
Russell Lynes,American,Male,1910
Shuzo Takiguchi,Japanese,Male,1903
Ben Langlands,British,Male,1955
Nikki Bell,British,Female,1959
Michel Seuphor,French,Male,1901
Guillaume Apollinaire,French,Male,1880
Kiki (Kiki O. K.) Kogelnik,Austrian,Female,1935
